,0
1201.0,MSpppapp
1202.0,MSpppp
1203.0,MSppppa
1204.0,MSppppaa
1205.0,MSppppap
1206.0,MSppppp
1207.0,MSpppppa
1208.0,MSpppppp
1209.0,P1
1210.0,P2
1211.0,P3
1212.0,P4
1213.0,Z2
1214.0,Z3
1215.0,ABpraaappppa
1216.0,ABpraaappppp
1217.0,ABalapapapaa
1218.0,ABalapapapap
1219.0,ABalapappaaa
1220.0,ABalapappaap
1221.0,ABalapppapaa
1222.0,ABalapppapap
1223.0,ABalappppaaa
1224.0,ABalappppaap
1225.0,ABalpapapapa
1226.0,ABalpapapapp
1227.0,ABalpappaapa
1228.0,ABalpappaapp
1229.0,ABalpppapppa
1230.0,ABalpppapppp
1231.0,ABalppppapaa
1232.0,ABalppppapap
1233.0,ABarapapaapa
1234.0,ABarapapaapp
1235.0,ABarpapaappa
1236.0,ABarpapaappp
1237.0,ABplaaaaappa
1238.0,ABplaaaaappp
1239.0,ABplaapapppa
1240.0,ABplaapapppp
1241.0,ABplapappppa
1242.0,ABplapappppp
1243.0,ABplapppappa
1244.0,ABplapppappp
1245.0,ABplpaaappaa
1246.0,ABplpaaappap
1247.0,ABplpaappppa
1248.0,ABplpaappppp
1249.0,ABplppaaaapa
1250.0,ABplppaaaapp
1251.0,ABpraaaapppa
1252.0,ABpraaaapppp
1253.0,ABpraaapppaa
1254.0,ABpraaapppap
1255.0,ABpraapapppa
1256.0,ABpraapapppp
1257.0,ABprapappppa
1258.0,ABprapappppp
1259.0,ABprpaappppa
1260.0,ABprpaappppp
1261.0,ABprppaaaapa
1262.0,ABprppaaaapp
1263.0,Dapppa
1264.0,Dapppp
1265.0,Dppppa
1266.0,Dppppp
1267.0,Earaad
1268.0,Earaav
1269.0,Eplppa
1270.0,Eplppp
1271.0,Eprppa
1272.0,Eprppp
1273.0,MSaaaaapaa
1274.0,MSaaaaapap
1275.0,MSaapaapaa
1276.0,MSaapaapap
1277.0,MSaapppaa
1278.0,MSaapppap
1279.0,MSaappppa
1280.0,MSaappppp
1281.0,MSapaaaad
1282.0,MSapaaaav
1283.0,MSpapaapaa
1284.0,MSpapaapap
1285.0,MSpappppa
1286.0,MSpappppp
1287.0,MSppaaaad
1288.0,MSppaaaav
1289.0,ABpraaaaaaaa
1290.0,ABpraaaaaaap
1291.0,ABpraaaaaapa
1292.0,ABpraaaaaapp
1293.0,ABalapapaaa
1294.0,ABalapapaap
1295.0,ABaraaaappa
1296.0,ABaraaaappp
1297.0,ABplaaaapaa
1298.0,ABplaaaapap
1299.0,ABplaaaappa
1300.0,ABplaaaappp
1301.0,ABplaaapaaa
1302.0,ABplaaapaap
1303.0,ABplaaapapa
1304.0,ABplaaapapp
1305.0,ABplaaappaa
1306.0,ABplaaappap
1307.0,ABplaaapppa
1308.0,ABplaaapppp
1309.0,ABplaappapa
1310.0,ABplaappapp
1311.0,ABplaapppaa
1312.0,ABplaapppap
1313.0,ABplaappppa
1314.0,ABplaappppp
1315.0,ABplapaapaa
1316.0,ABplapaapap
1317.0,ABplapaappa
1318.0,ABplapaappp
1319.0,ABplapapapa
1320.0,ABplapapapp
1321.0,ABplapappaa
1322.0,ABplapappap
1323.0,ABplappaapa
1324.0,ABplappaapp
1325.0,ABplappapaa
1326.0,ABplappapap
1327.0,ABplappappa
1328.0,ABplappappp
1329.0,ABplappppaa
1330.0,ABplappppap
1331.0,ABplapppppa
1332.0,ABplapppppp
1333.0,ABpraappapa
1334.0,ABpraappapp
1335.0,ABpraapppaa
1336.0,ABpraapppap
1337.0,ABpraappppa
1338.0,ABpraappppp
1339.0,ABprapaapaa
1340.0,ABprapaapap
1341.0,ABprapaappa
1342.0,ABprapaappp
1343.0,ABprapapaaa
1344.0,ABprapapaap
1345.0,ABprapappaa
1346.0,ABprapappap
1347.0,ABprappaaaa
1348.0,ABprappaaap
1349.0,ABprappapaa
1350.0,ABprappapap
1351.0,ABprappappa
1352.0,ABprappappp
1353.0,ABprappppaa
1354.0,ABprappppap
1355.0,ABprapppppa
1356.0,ABprapppppp
1357.0,ABalappaaaa
1358.0,ABalappaaap
1359.0,ABprapapapa
1360.0,ABprapapapp
1361.0,ABprappaapa
1362.0,ABprappaapp
