,0
MSpppapp,1201.0
MSpppp,1202.0
MSppppa,1203.0
MSppppaa,1204.0
MSppppap,1205.0
MSppppp,1206.0
MSpppppa,1207.0
MSpppppp,1208.0
P1,1209.0
P2,1210.0
P3,1211.0
P4,1212.0
Z2,1213.0
Z3,1214.0
ABpraaappppa,1215.0
ABpraaappppp,1216.0
ABalapapapaa,1217.0
ABalapapapap,1218.0
ABalapappaaa,1219.0
ABalapappaap,1220.0
ABalapppapaa,1221.0
ABalapppapap,1222.0
ABalappppaaa,1223.0
ABalappppaap,1224.0
ABalpapapapa,1225.0
ABalpapapapp,1226.0
ABalpappaapa,1227.0
ABalpappaapp,1228.0
ABalpppapppa,1229.0
ABalpppapppp,1230.0
ABalppppapaa,1231.0
ABalppppapap,1232.0
ABarapapaapa,1233.0
ABarapapaapp,1234.0
ABarpapaappa,1235.0
ABarpapaappp,1236.0
ABplaaaaappa,1237.0
ABplaaaaappp,1238.0
ABplaapapppa,1239.0
ABplaapapppp,1240.0
ABplapappppa,1241.0
ABplapappppp,1242.0
ABplapppappa,1243.0
ABplapppappp,1244.0
ABplpaaappaa,1245.0
ABplpaaappap,1246.0
ABplpaappppa,1247.0
ABplpaappppp,1248.0
ABplppaaaapa,1249.0
ABplppaaaapp,1250.0
ABpraaaapppa,1251.0
ABpraaaapppp,1252.0
ABpraaapppaa,1253.0
ABpraaapppap,1254.0
ABpraapapppa,1255.0
ABpraapapppp,1256.0
ABprapappppa,1257.0
ABprapappppp,1258.0
ABprpaappppa,1259.0
ABprpaappppp,1260.0
ABprppaaaapa,1261.0
ABprppaaaapp,1262.0
Dapppa,1263.0
Dapppp,1264.0
Dppppa,1265.0
Dppppp,1266.0
Earaad,1267.0
Earaav,1268.0
Eplppa,1269.0
Eplppp,1270.0
Eprppa,1271.0
Eprppp,1272.0
MSaaaaapaa,1273.0
MSaaaaapap,1274.0
MSaapaapaa,1275.0
MSaapaapap,1276.0
MSaapppaa,1277.0
MSaapppap,1278.0
MSaappppa,1279.0
MSaappppp,1280.0
MSapaaaad,1281.0
MSapaaaav,1282.0
MSpapaapaa,1283.0
MSpapaapap,1284.0
MSpappppa,1285.0
MSpappppp,1286.0
MSppaaaad,1287.0
MSppaaaav,1288.0
ABpraaaaaaaa,1289.0
ABpraaaaaaap,1290.0
ABpraaaaaapa,1291.0
ABpraaaaaapp,1292.0
ABalapapaaa,1293.0
ABalapapaap,1294.0
ABaraaaappa,1295.0
ABaraaaappp,1296.0
ABplaaaapaa,1297.0
ABplaaaapap,1298.0
ABplaaaappa,1299.0
ABplaaaappp,1300.0
ABplaaapaaa,1301.0
ABplaaapaap,1302.0
ABplaaapapa,1303.0
ABplaaapapp,1304.0
ABplaaappaa,1305.0
ABplaaappap,1306.0
ABplaaapppa,1307.0
ABplaaapppp,1308.0
ABplaappapa,1309.0
ABplaappapp,1310.0
ABplaapppaa,1311.0
ABplaapppap,1312.0
ABplaappppa,1313.0
ABplaappppp,1314.0
ABplapaapaa,1315.0
ABplapaapap,1316.0
ABplapaappa,1317.0
ABplapaappp,1318.0
ABplapapapa,1319.0
ABplapapapp,1320.0
ABplapappaa,1321.0
ABplapappap,1322.0
ABplappaapa,1323.0
ABplappaapp,1324.0
ABplappapaa,1325.0
ABplappapap,1326.0
ABplappappa,1327.0
ABplappappp,1328.0
ABplappppaa,1329.0
ABplappppap,1330.0
ABplapppppa,1331.0
ABplapppppp,1332.0
ABpraappapa,1333.0
ABpraappapp,1334.0
ABpraapppaa,1335.0
ABpraapppap,1336.0
ABpraappppa,1337.0
ABpraappppp,1338.0
ABprapaapaa,1339.0
ABprapaapap,1340.0
ABprapaappa,1341.0
ABprapaappp,1342.0
ABprapapaaa,1343.0
ABprapapaap,1344.0
ABprapappaa,1345.0
ABprapappap,1346.0
ABprappaaaa,1347.0
ABprappaaap,1348.0
ABprappapaa,1349.0
ABprappapap,1350.0
ABprappappa,1351.0
ABprappappp,1352.0
ABprappppaa,1353.0
ABprappppap,1354.0
ABprapppppa,1355.0
ABprapppppp,1356.0
ABalappaaaa,1357.0
ABalappaaap,1358.0
ABprapapapa,1359.0
ABprapapapp,1360.0
ABprappaapa,1361.0
ABprappaapp,1362.0
ABalaaaalpaa,1363.0
ABalaaaalpap,1364.0
ABalaaaalpapa,1365.0
ABalaaaalpapp,1366.0
ABalaaaarlpa,1367.0
ABalaaaarlpp,1368.0
ABalaaaparla,1369.0
ABalaaaparlp,1370.0
ABalaaapplra,1371.0
ABalaaapplrp,1372.0
ABalaaapplrpa,1373.0
ABalaaapplrpp,1374.0
ABalaaapprra,1375.0
ABalaaapprrp,1376.0
ABalaaapprrpa,1377.0
ABalaaapprrpaa,1378.0
ABalaaapprrpap,1379.0
ABalaaapprrpp,1380.0
ABalaapaappa,1381.0
ABalaapaappaa,1382.0
ABalaapaappap,1383.0
ABalaapaappp,1384.0
ABalaapapppa,1385.0
ABalaapapppaa,1386.0
ABalaapapppap,1387.0
ABalaapapppp,1388.0
ABalaappppaa,1389.0
ABalaappppap,1390.0
ABalaappppapa,1391.0
ABalaappppapaa,1392.0
ABalaappppapaaa,1393.0
ABalaappppapaap,1394.0
ABalaappppapaapa,1395.0
ABalaappppapaapp,1396.0
ABalaappppapap,1397.0
ABalaappppapp,1398.0
ABalaapppppa,1399.0
ABalaapppppp,1400.0
ABalapaaapaa,1401.0
ABalapaaapap,1402.0
ABalapaaappa,1403.0
ABalapaaappp,1404.0
ABalapaapppa,1405.0
ABalapaapppaa,1406.0
ABalapaapppap,1407.0
ABalapaapppapa,1408.0
ABalapaapppapp,1409.0
ABalapaapppp,1410.0
ABalapaappppa,1411.0
ABalapaappppp,1412.0
ABalapappppa,1413.0
ABalapappppaa,1414.0
ABalapappppaaa,1415.0
ABalapappppaaaa,1416.0
ABalapappppaaap,1417.0
ABalapappppaaapa,1418.0
ABalapappppaaapp,1419.0
ABalapappppaap,1420.0
ABalapappppaapa,1421.0
ABalapappppaapp,1422.0
ABalapappppap,1423.0
ABalapappppp,1424.0
ABalappaapaa,1425.0
ABalappaapap,1426.0
ABalappaappa,1427.0
ABalappaappp,1428.0
ABalapppaaaa,1429.0
ABalapppaaap,1430.0
ABalapppappa,1431.0
ABalapppappp,1432.0
ABalappppapa,1433.0
ABalappppapp,1434.0
ABalappppappa,1435.0
ABalappppappp,1436.0
ABalappppapppa,1437.0
ABalappppapppp,1438.0
ABalapppppaa,1439.0
ABalapppppaaa,1440.0
ABalapppppaap,1441.0
ABalapppppaapa,1442.0
ABalapppppaapp,1443.0
ABalapppppaappa,1444.0
ABalapppppaappp,1445.0
ABalapppppap,1446.0
ABalappppppa,1447.0
ABalappppppp,1448.0
ABalpaaaaapa,1449.0
ABalpaaaaapp,1450.0
ABalpaapappa,1451.0
ABalpaapappaa,1452.0
ABalpaapappap,1453.0
ABalpaapappp,1454.0
ABalpaappaaa,1455.0
ABalpaappaap,1456.0
ABalpaappppa,1457.0
ABalpaappppp,1458.0
ABalpapaaapa,1459.0
ABalpapaaapaa,1460.0
ABalpapaaapap,1461.0
ABalpapaaapp,1462.0
ABalpapapaaa,1463.0
ABalpapapaap,1464.0
ABalpappapaa,1465.0
ABalpappapap,1466.0
ABalpapppaaa,1467.0
ABalpapppaap,1468.0
ABalpappppaa,1469.0
ABalpappppap,1470.0
ABalppaappaa,1471.0
ABalppaappap,1472.0
ABalppaappapa,1473.0
ABalppaappapp,1474.0
ABalppaapppa,1475.0
ABalppaapppp,1476.0
ABalppapaaaa,1477.0
ABalppapaaap,1478.0
ABalppappaaa,1479.0
ABalppappaap,1480.0
ABalppappapa,1481.0
ABalppappapp,1482.0
ABalppapppaa,1483.0
ABalppapppap,1484.0
ABalppappppa,1485.0
ABalppappppp,1486.0
ABalpppaaapa,1487.0
ABalpppaaapp,1488.0
ABalpppaapva,1489.0
ABalpppaapvaa,1490.0
ABalpppaapvap,1491.0
ABalpppaapvp,1492.0
ABalppppppaaa,1493.0
ABalppppppaaaa,1494.0
ABalppppppaaap,1495.0
ABalppppppaap,1496.0
ABaraaapappa,1497.0
ABaraaapappp,1498.0
ABaraaappaaa,1499.0
ABaraaappaaaa,1500.0
ABaraaappaaap,1501.0
ABaraaappaaapa,1502.0
ABaraaappaaapaa,1503.0
ABaraaappaaapap,1504.0
ABaraaappaaapp,1505.0
ABaraaappaap,1506.0
ABaraaappapa,1507.0
ABaraaappapp,1508.0
ABaraaappppa,1509.0
ABaraaappppp,1510.0
ABaraappapaa,1511.0
ABaraappapaaa,1512.0
ABaraappapaap,1513.0
ABaraappapap,1514.0
ABaraapppppa,1515.0
ABaraapppppp,1516.0
ABarapaaaapa,1517.0
ABarapaaaapaa,1518.0
ABarapaaaapap,1519.0
ABarapaaaapapa,1520.0
ABarapaaaapapp,1521.0
ABarapaaaapp,1522.0
ABarapaaapaa,1523.0
ABarapaaapap,1524.0
ABarapapappa,1525.0
ABarapapappp,1526.0
ABarapappaaa,1527.0
ABarapappaap,1528.0
ABarapapppaa,1529.0
ABarapapppaaa,1530.0
ABarapapppaap,1531.0
ABarapapppap,1532.0
ABarapppaaaa,1533.0
ABarapppaaap,1534.0
ABarapppaapa,1535.0
ABarapppaapp,1536.0
ABarapppppaa,1537.0
ABarapppppaaa,1538.0
ABarapppppaap,1539.0
ABarapppppap,1540.0
ABarapppppapa,1541.0
ABarapppppapaa,1542.0
ABarapppppapap,1543.0
ABarapppppapp,1544.0
ABarpaaaaala,1545.0
ABarpaaaaalaa,1546.0
ABarpaaaaalaaa,1547.0
ABarpaaaaalaap,1548.0
ABarpaaaaalap,1549.0
ABarpaaaaalp,1550.0
ABarpaaapaaa,1551.0
ABarpaaapaap,1552.0
ABarpaaapapa,1553.0
ABarpaaapapp,1554.0
ABarpaapaaa,1555.0
ABarpaapaap,1556.0
ABarpaappaa,1557.0
ABarpaappap,1558.0
ABarpaappapa,1559.0
ABarpaappapp,1560.0
ABarpaapppa,1561.0
ABarpaapppp,1562.0
ABarpaappppa,1563.0
ABarpaappppp,1564.0
ABarpaapppppa,1565.0
ABarpaapppppp,1566.0
ABarpapappa,1567.0
ABarpapappp,1568.0
ABarpapppaa,1569.0
ABarpapppap,1570.0
ABarpappppa,1571.0
ABarpappppaa,1572.0
ABarpappppap,1573.0
ABarpappppp,1574.0
ABarppaapaa,1575.0
ABarppaapap,1576.0
ABarpppaaaa,1577.0
ABarpppaaap,1578.0
ABarpppaapa,1579.0
ABarpppaapp,1580.0
ABplaapaaapa,1581.0
ABplaapaaapp,1582.0
ABplaapaaappa,1583.0
ABplaapaaappaa,1584.0
ABplaapaaappap,1585.0
ABplaapaaappapa,1586.0
ABplaapaaappapp,1587.0
ABplaapaaappp,1588.0
ABplaapaaapppa,1589.0
ABplaapaaapppp,1590.0
ABplaapaappa,1591.0
ABplaapaappp,1592.0
ABplaapapapa,1593.0
ABplaapapapp,1594.0
ABplaapapappa,1595.0
ABplaapapappp,1596.0
ABplaappaaa,1597.0
ABplaappaap,1598.0
ABplpaaaaapa,1599.0
ABplpaaaaapaa,1600.0
ABplpaaaaapap,1601.0
ABplpaaaaapp,1602.0
ABplpaaapppa,1603.0
ABplpaaapppaa,1604.0
ABplpaaapppap,1605.0
ABplpaaapppp,1606.0
ABplpaaappppa,1607.0
ABplpaaappppp,1608.0
ABplpaapaaaa,1609.0
ABplpaapaaaaa,1610.0
ABplpaapaaaap,1611.0
ABplpaapaaap,1612.0
ABplpaapppaa,1613.0
ABplpaapppaaa,1614.0
ABplpaapppaap,1615.0
ABplpaapppap,1616.0
ABplpaapppapa,1617.0
ABplpaapppapp,1618.0
ABplpaappppaa,1619.0
ABplpaappppap,1620.0
ABplpapaaapa,1621.0
ABplpapaaapaa,1622.0
ABplpapaaapap,1623.0
ABplpapaaapp,1624.0
ABplpapaaappa,1625.0
ABplpapaaappp,1626.0
ABplpapaapaa,1627.0
ABplpapaapap,1628.0
ABplpapapppa,1629.0
ABplpapapppp,1630.0
ABplpapppppa,1631.0
ABplpapppppp,1632.0
ABplppaaaapaa,1633.0
ABplppaaaapap,1634.0
ABplppaapapa,1635.0
ABplppaapapaa,1636.0
ABplppaapapap,1637.0
ABplppaapapp,1638.0
ABplppaappaa,1639.0
ABplppaappaaa,1640.0
ABplppaappaap,1641.0
ABplppaappaapa,1642.0
ABplppaappaapp,1643.0
ABplppaappap,1644.0
ABplppapaapa,1645.0
ABplppapaapp,1646.0
ABplppapapaa,1647.0
ABplppapapap,1648.0
ABplppapppaa,1649.0
ABplppapppaaa,1650.0
ABplppapppaap,1651.0
ABplppapppaapa,1652.0
ABplppapppaapp,1653.0
ABplppapppap,1654.0
ABplppappppa,1655.0
ABplppappppaa,1656.0
ABplppappppap,1657.0
ABplppappppp,1658.0
ABplppapppppa,1659.0
ABplppapppppp,1660.0
ABplpppaaapa,1661.0
ABplpppaaapp,1662.0
ABplpppapaaa,1663.0
ABplpppapaap,1664.0
ABplpppapapa,1665.0
ABplpppapapp,1666.0
ABplppppppaa,1667.0
ABplppppppap,1668.0
ABpraaaapava,1669.0
ABpraaaapavp,1670.0
ABpraaapppapa,1671.0
ABpraaapppapp,1672.0
ABpraapaappa,1673.0
ABpraapaappaa,1674.0
ABpraapaappap,1675.0
ABpraapaappapa,1676.0
ABpraapaappapp,1677.0
ABpraapaappp,1678.0
ABpraapapapa,1679.0
ABpraapapapp,1680.0
ABpraappapaa,1681.0
ABpraappapap,1682.0
ABprapppaapa,1683.0
ABprapppaapp,1684.0
ABprpaaaaaaa,1685.0
ABprpaaaaaap,1686.0
ABprpaaaaapa,1687.0
ABprpaaaaapp,1688.0
ABprpaaaappa,1689.0
ABprpaaaappp,1690.0
ABprpaaapaaa,1691.0
ABprpaaapaap,1692.0
ABprpaaapapa,1693.0
ABprpaaapapp,1694.0
ABprpaaapappa,1695.0
ABprpaaapappp,1696.0
ABprpaaapapppa,1697.0
ABprpaaapapppp,1698.0
ABprpapaaaaa,1699.0
ABprpapaaaaaa,1700.0
ABprpapaaaaap,1701.0
ABprpapaaaaapa,1702.0
ABprpapaaaaapp,1703.0
ABprpapaaaap,1704.0
ABprpapaaapa,1705.0
ABprpapaaapp,1706.0
ABprpapapapa,1707.0
ABprpapapapp,1708.0
ABprpapappaa,1709.0
ABprpapappap,1710.0
ABprpappaaaa,1711.0
ABprpappaaap,1712.0
ABprpapppapa,1713.0
ABprpapppapp,1714.0
ABprpapppppa,1715.0
ABprpapppppp,1716.0
ABprppapaaaa,1717.0
ABprppapaaap,1718.0
ABprppapaaapa,1719.0
ABprppapaaapp,1720.0
ABprppapaapa,1721.0
ABprppapaapp,1722.0
ABprppappaaa,1723.0
ABprppappaap,1724.0
ABprppppapaa,1725.0
ABprppppapaaa,1726.0
ABprppppapaap,1727.0
ABprppppapap,1728.0
Caapapa,1729.0
Caapapp,1730.0
Capppaaa,1731.0
Capppaap,1732.0
Cappppda,1733.0
Cappppdp,1734.0
Cppaapaa,1735.0
Cppaapap,1736.0
Cpppappa,1737.0
Cpppappp,1738.0
Daaaaa,1739.0
Daaaap,1740.0
Ealppa,1741.0
Ealppaa,1742.0
Ealppaaa,1743.0
Ealppaap,1744.0
Ealppap,1745.0
Ealppp,1746.0
Earpaa,1747.0
Earpap,1748.0
Eplpaa,1749.0
Eplpap,1750.0
Epraaa,1751.0
Epraap,1752.0
MSaaaaappa,1753.0
MSaaaaappp,1754.0
MSaaapappa,1755.0
MSaaapappp,1756.0
MSaapaapapa,1757.0
MSaapaapapaa,1758.0
MSaapaapapap,1759.0
MSaapaapapp,1760.0
MSaapaappa,1761.0
MSaapaappaa,1762.0
MSaapaappap,1763.0
MSaapaappp,1764.0
MSaappaaa,1765.0
MSaappaap,1766.0
MSaappapa,1767.0
MSaappapp,1768.0
MSapapppa,1769.0
MSapapppaa,1770.0
MSapapppap,1771.0
MSapapppapa,1772.0
MSapapppapp,1773.0
MSapapppp,1774.0
MSappaapa,1775.0
MSappaapp,1776.0
MSapppapa,1777.0
MSapppapp,1778.0
MSpaaaaapa,1779.0
MSpaaaaapp,1780.0
MSpaaaapaa,1781.0
MSpaaaapap,1782.0
MSpaaapapa,1783.0
MSpaaapapp,1784.0
MSpaaapappa,1785.0
MSpaaapappaa,1786.0
MSpaaapappap,1787.0
MSpaaapappp,1788.0
MSpaapaapa,1789.0
MSpaapaapp,1790.0
MSpaapappa,1791.0
MSpaapappp,1792.0
MSpapaaaaa,1793.0
MSpapaaaap,1794.0
MSpapappaa,1795.0
MSpapappap,1796.0
MSppaaaava,1797.0
MSppaaaavaa,1798.0
MSppaaaavap,1799.0
MSppaaaavp,1800.0
MSppapapa,1801.0
MSppapapp,1802.0
